MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
5,7.1690048896756915,19.54264823872952,1,1,0,0,2.440268378362637,4,14.187526814497952,14.187526814497952,0.0,2,4,0,4,3,6,0.0,6,0.0,13.420522821140821,13.420522821140821,0,1,13.420522821140821,0.0,0.0,13.420522821140821,0.0,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,2,2.440268378362637,6,0.0,3,14.187526814497952,0,1.1943176378757767,10.621364021794726,5,5,2,6.65495044352145,7.483295642295591,0.0,0.0,0.0,0.0,3,4,0.0,6,4,15.620394564469832,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,7.338607270038526,22.58809924165166,1,1,3,0,1.8203341036428238,4,14.105448077134762,14.105448077134762,0.0,3,4,4,4,3,3,7.020909424392293,6,0.0,11.310952733962212,11.718228468762483,0,1,11.718228468762483,0.0,0.0,11.718228468762483,0.0,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,3,1.8203341036428238,6,0.0,3,14.105448077134762,3,1.1943176378757767,9.715841640087826,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,4,13.730882561077351,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.789529331141852,21.380786150287992,1,1,3,0,2.750250297485029,4,14.192206665778837,14.193765294899782,9.140782843836698,0,4,0,4,1,6,0.0,6,0.0,14.36726931990413,14.36726931990413,0,1,14.36726931990413,0.0,0.0,14.36726931990413,0.0,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,0,2.6025944687727294,6,0.7304631471189666,0,14.193765294899782,0,1.5409627556327752,11.267216541031873,5,5,2,7.0878471178719655,6.615044151314694,0.0,0.0,7.368227644721959,0.0,3,4,0.0,7,1,16.6711216185463,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,6.2917110215767,19.876199404377772,1,1,3,0,2.440268378362637,4,14.146716717260457,14.146716717260457,9.018059074748715,3,4,2,4,3,1,9.666395816900367,6,0.0,11.396658166096783,12.54803181629703,0,1,12.538087168429465,11.724598476197201,0.0,14.217065913603108,0.0,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,0.7304631471189666,3,2.6025944687727294,6,0.7304631471189666,5,14.146716717260457,0,1.1943176378757767,10.297452652874126,5,5,2,8.930417557876343,6.969460479809202,0.0,0.0,0.0,0.0,3,4,0.0,5,2,15.686251940363096,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,6.268453117386751,20.36054799825133,1,1,3,0,2.440268378362637,5,14.165608453322646,14.165608453322646,9.322355249072935,2,4,2,4,0,2,9.841757100798832,6,0.0,9.628746849475789,11.531198590918454,2,1,12.585066747225241,11.531198590918454,0.0,14.154600081009745,0.0,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,2,2.440268378362637,6,0.7304631471189666,5,14.165608453322646,0,1.1943176378757767,10.6303862264031,5,5,2,0.0,6.314734756825907,0.0,8.059125775508376,0.0,0.0,3,4,0.0,0,1,15.248731800688908,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,5.684506656824126,18.598237927298484,1,2,3,0,2.2596737867230705,4,14.192206665778837,14.192206665778837,5.914940018959451,2,4,2,4,3,2,11.846383184934503,6,0.0,9.43946313972265,12.792276226358874,2,1,12.792276226358874,0.0,0.0,12.792276226358874,0.0,0.0,1.1943176378757767,0.0,1.1943176378757767,0.7304631471189666,2,2.055641538058108,6,0.0,3,14.192206665778837,0,1.1943176378757767,10.616842895097365,5,5,2,0.0,7.020909424392293,0.0,0.0,0.0,0.0,3,4,0.0,7,0,14.923099981574879,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,4.697012078927853,17.298629227369663,1,1,3,0,2.440268378362637,4,14.193765294899782,14.195323264382047,7.698683331012785,2,4,2,4,3,2,11.84331667166547,6,0.0,9.776483168029046,12.910399284114215,0,1,12.910399284114215,0.0,0.0,12.910399284114215,0.7304631471189666,0.0,1.1943176378757767,0.0,1.1943176378757767,0.7304631471189666,2,2.2596737867230705,6,0.7304631471189666,2,14.195323264382047,2,1.1943176378757767,10.85191217685538,5,5,2,7.77494479144778,5.744420430279228,0.0,0.0,0.0,0.0,3,4,0.0,6,3,15.05420896084657,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5,6.07328940298831,19.71714767712676,1,1,3,0,2.6025944687727294,4,14.195323264382047,14.196880574832942,6.02174235239564,2,4,2,4,3,6,0.0,6,0.0,13.238325468066865,13.238325468066865,0,1,13.238325468066865,0.0,0.0,13.238325468066865,0.0,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,2,2.2596737867230705,6,0.7304631471189666,2,14.195323264382047,0,1.5409627556327752,11.824856873317103,5,5,2,8.211557890737238,7.483295642295591,0.0,0.0,0.0,0.0,3,4,0.0,3,3,15.418177182272384,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,5.357203202420049,19.006415593835015,1,1,3,0,2.2596737867230705,4,14.170316253871071,14.170316253871071,0.0,2,4,2,4,3,2,9.894095929689868,6,0.0,12.510587913259403,13.449358621954069,2,1,13.449358621954069,0.0,0.0,13.449358621954069,0.7304631471189666,0.0,1.1943176378757767,0.0,1.1943176378757767,0.7304631471189666,2,2.055641538058108,6,0.0,3,14.170316253871071,2,1.1943176378757767,10.415781884252072,5,5,2,0.0,0.0,5.42678077191518,0.0,0.0,0.0,3,4,0.0,9,1,15.65239856087185,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,4.745132396064701,16.67854034328993,1,2,0,0,2.440268378362637,4,14.192206665778837,14.193765294899782,0.0,2,4,2,4,3,6,0.0,6,0.0,10.847718285666259,10.847718285666259,0,1,10.847718285666259,10.847718285666259,0.0,12.764431121777944,0.0,0.0,1.1943176378757767,0.7304631471189666,1.1943176378757767,0.7304631471189666,2,2.055641538058108,6,0.0,3,14.192206665778837,2,1.1943176378757767,10.410943347638753,5,5,2,0.0,5.494161288893169,0.0,0.0,0.0,0.0,3,4,0.0,8,1,13.982078572425793,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,6.148460831341732,19.78823668132239,1,1,0,0,2.2596737867230705,6,14.12296456685685,14.153024760995686,0.0,3,4,4,4,3,5,10.74097393831022,6,0.0,9.118180873967548,11.867768587390184,4,1,12.356517601922222,10.946836606797339,0.0,13.741484514388235,0.0,0.0,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.7304631471189666,2,2.440268378362637,6,0.7304631471189666,2,14.12296456685685,2,1.1943176378757767,9.951171656935063,5,5,2,0.0,0.0,0.0,0.0,7.15298821355506,0.0,3,0,0.0,8,0,15.076451801848897,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.047663906109832,19.06039951062208,1,1,0,0,1.8203341036428238,3,14.13723429091449,14.13723429091449,0.0,3,4,4,4,3,1,10.801205632825267,6,0.0,8.54874312625216,11.699043042488054,4,1,11.699043042488054,0.0,0.0,11.699043042488054,0.0,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3,2.055641538058108,6,0.0,3,0.0,1,0.0,0.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,0,13.709584496453328,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.02174235239564,19.801597721873925,1,1,0,0,2.055641538058108,4,14.1308990400563,14.1308990400563,4.545285536716194,3,2,4,4,3,1,10.00715768738887,6,0.0,9.905600473990324,11.775113743156055,4,1,11.831021744455525,0.0,0.0,11.831021744455525,0.0,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3,2.055641538058108,6,0.0,3,14.135651502935826,3,0.7304631471189666,8.864879392672357,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,4,4,13.825196272811917,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11,5.684506656824126,19.339020814045252,1,1,3,0,2.2596737867230705,6,14.047528636178493,14.187526814497952,0.0,3,4,4,4,3,6,0.0,6,0.0,11.139905219055976,11.139905219055976,0,1,11.139905219055976,11.139905219055976,0.0,13.088841337933168,0.0,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3,2.440268378362637,6,0.0,3,14.187526814497952,3,0.7304631471189666,9.616086912297321,5,5,2,0.0,0.0,0.0,0.0,8.684972117808226,0.0,3,4,0.0,9,1,14.326905629567301,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,7.020909424392293,21.707787923671642,1,1,3,0,2.6025944687727294,4,14.192206665778837,14.192206665778837,0.0,2,4,2,4,0,6,0.0,6,0.0,12.340715388040307,12.340715388040307,0,1,12.340715388040307,11.640795289083194,0.0,14.054009588144751,0.0,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,2,2.6025944687727294,6,0.7304631471189666,2,14.192206665778837,2,1.1943176378757767,11.089833031012313,2,5,2,0.0,5.392276337227255,0.0,0.0,0.0,0.0,3,4,0.0,9,0,15.487489400028801,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,5.5270737381589985,17.72001330911933,1,0,3,0,2.055641538058108,5,14.042660370630959,14.182841004523032,0.0,3,1,4,0,3,5,8.211557890737238,6,0.0,10.607780484836361,11.438661292884955,0,0,11.940047219715815,11.438661292884955,0.0,13.709584496453328,0.7304631471189666,0.0,1.1943176378757767,0.0,2.2596737867230705,0.7304631471189666,1,2.750250297485029,6,0.0,3,0.0,1,0.0,0.0,3,3,0,0.0,7.920955300440633,0.0,0.0,0.0,0.0,3,4,0.0,5,2,14.887017876755442,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,5.684506656824126,20.40416433250473,1,1,3,0,2.055641538058108,3,14.102254250439458,14.195323264382047,0.0,3,4,4,4,3,3,8.962610178176034,6,0.0,10.147931683722206,11.396658166096783,2,1,12.518109884335797,10.598691053386194,0.0,13.709584496453328,0.0,0.0,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.7304631471189666,3,2.6025944687727294,3,0.7304631471189666,2,14.102254250439458,3,0.7304631471189666,8.873157741448868,5,5,2,0.0,0.0,0.0,0.0,7.620056264664793,0.0,3,4,0.0,0,3,14.871448750589646,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,6.221213632878419,21.98566637155597,1,1,0,0,2.440268378362637,6,14.146716717260457,14.173451442269636,4.697012078927853,3,4,4,4,3,0,11.490400541121296,6,0.0,0.0,11.490400541121296,1,1,13.238325468066865,11.490400541121296,0.0,14.572633580541517,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,2,2.750250297485029,6,0.7304631471189666,5,14.146716717260457,0,1.1943176378757767,10.463745203158789,5,5,2,0.0,8.604063356421523,0.0,0.0,0.0,0.0,3,4,0.0,5,0,15.553415598525685,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.221213632878419,19.71220477890197,1,1,3,0,2.2596737867230705,4,14.10863912353132,14.10863912353132,8.492259095309958,3,4,4,4,3,2,12.84502328410502,6,0.0,7.200726558523307,13.131009605852379,4,1,13.579071983237592,0.0,0.0,13.579071983237592,0.7304631471189666,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3,2.440268378362637,6,1.1943176378757767,2,14.10863912353132,0,1.1943176378757767,9.824099910282289,5,5,2,6.844946025203906,0.0,0.0,0.0,0.0,0.0,3,4,0.0,1,3,15.555594144830742,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
